avg_rating,extracted_at,geek_rating,id,num_voters,rank,short_description,title,type,year_published
7.89,1660101854.23083,7.734,126163,34924.0,49,"Lead your people, build monuments and make offerings to earn the favour of the gods.",Tzolk'in: The Mayan Calendar,boardgame,2012
8.24,1660101854.23083,7.734,184267,9138.0,50,"Be a part of the first Martian colony, striving to be the best contributor.",On Mars,boardgame,2020
8.36,1660101854.23083,7.73,324856,6613.0,51,Dive into the deep sea in this co-operative trick-taking game.,The Crew: Mission Deep Sea,boardgame,2021
7.84,1660101854.23083,7.729,2651,60453.0,52,"Bid, network, and manage resources in a race to supply the most cities with power.",Power Grid,boardgame,2004
7.97,1660101854.23083,7.712,216132,17863.0,53,"Lead your unique Scottish clan to economic might via production, trade, and export.",Clans of Caledonia,boardgame,2017
7.87,1660101854.23083,7.707,35677,29111.0,54,"Establish a supply chain by collecting resources, building industries, and shipping.",Le Havre,boardgame,2008
7.99,1660101854.23083,7.706,164153,22635.0,55,Play as Rebel or Imperial forces to fulfill mission objectives.,Star Wars: Imperial Assault,boardgame,2014
8.57,1660101854.23083,7.705,55690,8525.0,56,Try to survive in a nightmarish world that lies under eternal darkness.,Kingdom Death: Monster,boardgame,2015
8.01,1660101854.23083,7.702,209010,15823.0,57,Cooperatively program and pilot your mechs to defeat an army of marauding minions.,Mechs vs. Minions,boardgame,2016
7.98,1660101854.23083,7.701,521,14509.0,58,Flick discs and make trick shots in this traditional Canadian dexterity game!,Crokinole,boardgame,1876
8.55,1660101854.23083,7.694,314040,4827.0,59,Work together during the Cold War to prevent a Soviet bio-threat.,Pandemic Legacy: Season 0,boardgame,2020
7.85,1660101854.23083,7.693,244521,35071.0,60,"Pull ingredients from your stock to make your pot bubble, but hopefully not explode!",The Quacks of Quedlinburg,boardgame,2018
8.05,1660101854.23083,7.687,125153,12038.0,61,"Amass a fortune, and stake your reputation by operating a lucrative art gallery.",The Gallerist,boardgame,2015
8.19,1660101854.23083,7.687,161533,8636.0,62,Compete to reconstruct the city of Lisboa after the great earthquake of 1755.,Lisboa,boardgame,2017
8.04,1660101854.23083,7.68,295947,12900.0,63,Create the most harmonious ecosystem as you puzzle together habitats and wildlife.,Cascadia,boardgame,2021
8.02,1660101854.23083,7.675,266810,13101.0,64,Invaders are coming from everywhere.  Keep the faith and defend your homeland.,Paladins of the West Kingdom,boardgame,2019
7.78,1660101854.23083,7.669,230802,69792.0,65,Artfully embellish the walls of your palace by drafting the most beautiful tiles.,Azul,boardgame,2017
7.98,1660101854.23083,7.668,180263,19932.0,66,Journey through a vibrant but deadly land to uncover the key to lifting your curse.,The 7th Continent,boardgame,2017
7.86,1660101854.23083,7.664,72125,27232.0,67,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",Eclipse,boardgame,2011
7.87,1660101854.23083,7.661,124742,28384.0,68,Megacorporation versus Netrunner in this futuristic cyberpunk game of cat and mouse.,Android: Netrunner,boardgame,2012
7.98,1660101854.23083,7.657,191189,15728.0,69,"Mages defend humanity’s last city, harnessing alien powers to destroy monstrosities.",Aeon's End,boardgame,2016
7.89,1660101854.23083,7.653,25613,18617.0,70,"Lead your civilization through strategic drafting of leaders, technologies, and more.",Through the Ages: A Story of Civilization,boardgame,2006
7.76,1660101854.23083,7.648,28143,50760.0,71,"Worlds await! Colonize, develop and conquer taking advantage of others' choices.",Race for the Galaxy,boardgame,2007
7.81,1660101854.23083,7.646,201808,34965.0,72,Claim your treasures but don't attract the dragon in this deck-building dungeon race.,Clank!: A Deck-Building Adventure,boardgame,2016
7.78,1660101854.23083,7.635,157354,36721.0,73,"Move assassins, elders & builders through Naqala to claim oases & control djinns.",Five Tribes,boardgame,2014
8.06,1660101854.23083,7.634,159675,9598.0,74,"Construct dikes, drain bogs, harvest flax and tend to newborn animals in East Frisia.",Fields of Arle,boardgame,2014
7.9,1660101854.23083,7.63,229853,16565.0,75,Use your worker dice to raise the legendary and breathtaking Pyramid of the Sun.,Teotihuacan: City of Gods,boardgame,2018
7.8,1660101854.23083,7.629,121921,38894.0,76,Work together — with friends or with Friday — to survive on a deserted island.,Robinson Crusoe: Adventures on the Cursed Island,boardgame,2012
7.98,1660101854.23083,7.626,200680,13293.0,77,"Help your farm to prosper in this updated, streamlined edition of the acclaimed game.",Agricola (Revised Edition),boardgame,2016
7.82,1660101854.23083,7.622,171623,22715.0,78,"Using unique abilities, fulfill contracts and reach your goals along the Silk Road.",The Voyages of Marco Polo,boardgame,2015
7.89,1660101854.23083,7.62,182874,15989.0,79,Serve guests and prepare rooms to be the best hotelier in the Viennese modern age.,Grand Austria Hotel,boardgame,2015
7.72,1660101854.23083,7.615,68448,93899.0,80,Draft cards to develop your ancient civilization and build its Wonder of the World.,7 Wonders,boardgame,2010
7.75,1660101854.23083,7.612,110327,50601.0,81,Deploy agents and hire adventurers to expand your control over the city of Waterdeep.,Lords of Waterdeep,boardgame,2012
7.83,1660101854.23083,7.604,62219,19322.0,82,"With an ice age approaching, which animals will best propagate, migrate, and adapt?",Dominant Species,boardgame,2010
8.55,1660101854.23083,7.596,284378,4206.0,83,EV-factory workers optimize and innovate to stand out at the big board meeting.,Kanban EV,boardgame,2020
8.2,1660101854.23083,7.589,264220,9449.0,84,"Exploration, battle and diplomacy in a dark Arthurian realm.",Tainted Grail: The Fall of Avalon,boardgame,2019
7.79,1660101854.23083,7.579,236457,22963.0,85,Will you be a virtuous or nefarious servant of the king? Build your way to glory.,Architects of the West Kingdom,boardgame,2018
7.74,1660101854.23083,7.568,93,25456.0,86,"Use your caballeros to control regions of medieval Spain, keeping clear of the King!",El Grande,boardgame,1995
7.76,1660101854.23083,7.567,122515,20915.0,87,Compete in a unique auction system to build the most prosperous village.,Keyflower,boardgame,2012
8.44,1660101854.23083,7.562,255984,4733.0,88,"Voyages of the steamship ""Manticore"" and her crew on the Wandering Sea.",Sleeping Gods,boardgame,2021
7.74,1660101854.23083,7.559,18602,27967.0,89,Entrepreneurs pay workers & bribe an official to build a Château & gain royal favor.,Caylus,boardgame,2005
7.74,1660101854.23083,7.556,37111,34678.0,90,How can the human race survive when you don't know who is actually human?,Battlestar Galactica: The Board Game,boardgame,2008
7.87,1660101854.23083,7.544,172386,12158.0,91,Acquire shares of unique companies and propagate their trading posts to rake in cash.,Mombasa,boardgame,2015
7.74,1660101854.23083,7.543,73439,21146.0,92,"Defend the city and rise to power by influencing the merchants, knights and clergy.",Troyes,boardgame,2010
7.7,1660101854.23083,7.541,40834,31944.0,93,"Enlist torturers, swindlers, and saboteurs to gain wealth and dominate the kingdom.",Dominion: Intrigue,boardgame,2009
7.81,1660101854.23083,7.54,12493,18862.0,94,"Epic empire-building game of interstellar conflict, trade, and struggle for power.",Twilight Imperium: Third Edition,boardgame,2005
7.76,1660101854.23083,7.538,170042,19965.0,95,Gather your Viking crew in order to plunder seas and lands for glory!,Raiders of the North Sea,boardgame,2015
7.97,1660101854.23083,7.538,269385,12779.0,96,"Heroes explore Middle-earth, working together to combat evil in an epic campaign.",The Lord of the Rings: Journeys in Middle-Earth,boardgame,2019
7.77,1660101854.23083,7.536,146021,32837.0,97,An unknown Elder God approaches the world—and you must solve mysteries to stop it.,Eldritch Horror,boardgame,2013
7.88,1660101854.23083,7.532,203993,11762.0,98,Avoid excommunication and lead your family to power during the Italian Renaissance.,Lorenzo il Magnifico,boardgame,2016
8.01,1660101854.23083,7.527,317985,8023.0,99,Collectively develop a tech tree to fuel the automation and colonization of space.,Beyond the Sun,boardgame,2020
7.7,1660101854.23083,7.527,42,26949.0,100,Keep your Mesopotamian civilisation in perfect balance through revolutions and wars.,Tigris & Euphrates,boardgame,1997
7.79,1660101854.23083,7.524,225694,16420.0,101,Decipher your opponents' code before they decipher yours. Don't get caught.,Decrypto,boardgame,2018
7.75,1660101854.23083,7.519,144733,16518.0,102,"Acquire locomotives & industry, build track, and hire the best engineers in Russia.",Russian Railroads,boardgame,2013
7.62,1660101854.23083,7.518,163412,56040.0,103,Piece together a quilt and leave no holes to become the button master.,Patchwork,boardgame,2014
7.84,1660101854.23083,7.517,281259,14775.0,104,Rescue as many cats as you can before Lord Vesh comes to destroy their home.,The Isle of Cats,boardgame,2019
7.82,1660101854.23083,7.516,155821,15904.0,105,Claim the crown through merit and wisdom in this Celtic island struggle.,Inis,boardgame,2016
7.81,1660101854.23083,7.514,205896,18649.0,106,"Lead your clan to victory through negotiation, combat, monsters and favors from Kami.",Rising Sun,boardgame,2018
7.76,1660101854.23083,7.508,102680,16149.0,107,Manage and rule all aspects of Ancient Rome with a clever action selection mancala.,Trajan,boardgame,2011
8.14,1660101854.23083,7.506,253344,7087.0,108,Disrupt the ritual and slay the Elder Gods in this co-op dice chucker.,Cthulhu: Death May Die,boardgame,2019
7.84,1660101854.23083,7.496,233371,11865.0,109,Tiptoe your way through Lord Eradikus' spaceship to nab artifacts and an escape pod.,Clank! In! Space!: A Deck-Building Adventure,boardgame,2017
7.96,1660101854.23083,7.493,163068,8536.0,110,Magicians perform dazzling tricks for money and fame in a Victorian steampunk world.,Trickerion: Legends of Illusion,boardgame,2015
7.61,1660101854.23083,7.492,36218,84028.0,111,Acquire the most valuable lands by building your deck with treasure and power cards.,Dominion,boardgame,2008
8.34,1660101854.23083,7.491,218417,4568.0,112,War Eternal is a standalone game compatible with the deck building game Aeon's End.,Aeon's End: War Eternal,boardgame,2017
7.58,1660101854.23083,7.489,178900,78757.0,113,Give your team clever one-word clues to help them spot their agents in the field.,Codenames,boardgame,2015
7.63,1660101854.23083,7.485,132531,29300.0,114,"Utilize your dice populace to develop technologies, settle worlds, and ship goods.",Roll for the Galaxy,boardgame,2014
7.91,1660101854.23083,7.478,198928,9313.0,115,"Travel from Barcelona to Lisboa to cure malaria, typhus, yellow fever, and cholera.",Pandemic: Iberia,boardgame,2016
7.75,1660101854.23083,7.476,172287,15479.0,116,"Gain glory by defending a Viking harbor town against trolls, draugr and other beasts.",Champions of Midgard,boardgame,2015
7.69,1660101854.23083,7.475,263918,20599.0,117,Explore lands on behalf of the queen and draw the most proficient maps to earn favor.,Cartographers,boardgame,2019
7.83,1660101854.23083,7.474,196340,10379.0,118,Claim your fame as the dominant merchant in the Meiji period of Yokohama.,Yokohama,boardgame,2016
8.52,1660101854.23083,7.472,341169,3487.0,119,Wrangle your herd of cows across the Midwest prairie and deliver it to Kansas City.,Great Western Trail (Second Edition),boardgame,2021
7.75,1660101854.23083,7.47,266524,16479.0,120,"Hike through National Parks tiles, collecting memories and admiring gorgeous scenery.",PARKS,boardgame,2019
7.57,1660101854.23083,7.47,30549,113398.0,121,Your team of experts must prevent the world from succumbing to a viral pandemic.,Pandemic,boardgame,2008
7.97,1660101854.23083,7.469,175155,8339.0,122,"Assemble your armies, devise your strategy, and wage war across the Herakon Cluster.",Forbidden Stars,boardgame,2015
8.15,1660101854.23083,7.469,175640,5453.0,123,The strategic craft of fine winemaking.,Vinhos: Deluxe Edition,boardgame,2016
7.73,1660101854.23083,7.466,262712,16521.0,124,"Rival mages create artifacts, vying for places of power and ancient monuments.",Res Arcana,boardgame,2019
7.68,1660101854.23083,7.46,2511,19308.0,125,The game is afoot as you and your irregular friends search Victorian London for clues,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,boardgame,1982
7.69,1660101854.23083,7.456,127023,17804.0,126,Play as warring Egyptian Gods and build the most powerful army to dominate Egypt.,Kemet,boardgame,2012
8.09,1660101854.23083,7.455,279537,5706.0,127,"Plan, scan, and theorize to find a new planet at the edge of our solar system.",The Search for Planet X,boardgame,2020
7.81,1660101854.23083,7.452,4098,9899.0,128,"Outperform your railroad rivals with shares, auctions, trackbuilding, and deliveries.",Age of Steam,boardgame,2002
7.64,1660101854.23083,7.441,118048,18948.0,129,A contest between two nomadic tribes along desert trade routes.,Targi,boardgame,2012
7.7,1660101854.23083,7.439,43015,13428.0,130,Build networks of merchants along the roads and market towns of the Hanseatic League.,Hansa Teutonica,boardgame,2009
7.95,1660101854.23083,7.438,233398,7856.0,131,"Spread your glory over the vast, as of yet unexplored world in this updated classic.",Endeavor: Age of Sail,boardgame,2018
7.66,1660101854.23083,7.437,161970,20500.0,132,Showcase your alchemical know-how by publishing theories in this app-driven game.,Alchemists,boardgame,2014
7.87,1660101854.23083,7.437,274364,8476.0,133,Hide or expose the greatest American political scandal in a tug of war for evidence.,Watergate,boardgame,2019
8.32,1660101854.23083,7.434,231733,4382.0,134,"Renovate an estate, manage servants, and pursue romance in Victorian England.",Obsession,boardgame,2018
7.57,1660101854.23083,7.433,147020,40327.0,135,Compete head-to-head to create the most powerful deck of spaceships and bases.,Star Realms,boardgame,2014
7.77,1660101854.23083,7.432,146652,12375.0,136,"In space, no one can hear you build a deck of marine & weapon cards to fight aliens.",Legendary Encounters: An Alien Deck Building Game,boardgame,2014
7.77,1660101854.23083,7.431,271324,12097.0,137,"Draft yourself the ‘perfect’ dystopia, complete projects and churn out resources.",It's a Wonderful World,boardgame,2019
7.55,1660101854.23083,7.429,34635,48770.0,138,Travel to the time of hunters and gatherers in this classic game of tools and tribes.,Stone Age,boardgame,2008
7.66,1660101854.23083,7.427,103885,24123.0,139,Pilot your ships in tight arcs to take out the enemy! The universe can be yours.,Star Wars: X-Wing Miniatures Game,boardgame,2012
7.64,1660101854.23083,7.422,217372,17908.0,140,Race through a dense South American jungle in pursuit of the legendary city of gold.,The Quest for El Dorado,boardgame,2017
8.31,1660101854.23083,7.421,256916,3921.0,141,Traders compete to build the greatest empire in the Roman Mediterranean.,Concordia Venus,boardgame,2018
7.54,1660101854.23083,7.419,14996,66491.0,142,Build train routes across Europe in this sequel to the hit family board game.,Ticket to Ride: Europe,boardgame,2005
7.58,1660101854.23083,7.417,233867,24402.0,143,"Design the most appealing 1950s neighborhood, with fences, parks, and swimming pools.",Welcome To...,boardgame,2018
7.56,1660101854.23083,7.411,148949,28339.0,144,Send your assistants through the shops of Istanbul as you race to acquire rubies.,Istanbul,boardgame,2014
7.66,1660101854.23083,7.408,77423,22688.0,145,Guide your fellowship as it embarks on unique adventures in Tolkien's Middle-earth!,The Lord of the Rings: The Card Game,boardgame,2011
7.62,1660101854.23083,7.408,254640,18715.0,146,"Give one-word clues so someone can guess one word, but duplicate clues are discarded.",Just One,boardgame,2018
7.61,1660101854.23083,7.402,244522,19463.0,147,"Draft dice to mark numbers on your scoresheet, comboing bonuses to power your points.",That's Pretty Clever!,boardgame,2018
7.73,1660101854.23083,7.402,220877,11413.0,148,Manage your dice to build profitable markets and grand monuments in historic India.,Rajas of the Ganges,boardgame,2017
8.03,1660101854.23083,7.401,308765,5771.0,149,Wealthy citizens of medieval Prague organize building projects to gain king's favor.,Praga Caput Regni,boardgame,2020
7.87,1660101854.23083,7.398,82222,8727.0,150,Pilot your ship to stardom in a massive sci-fi sandbox.,Xia: Legends of a Drift System,boardgame,2014
8.05,1660101854.23083,7.397,283948,5490.0,151,"Travel to cities along the silk road, trading silk, spice, gold & jade along the way.",Marco Polo II: In the Service of the Khan,boardgame,2019
7.73,1660101854.23083,7.397,287954,11753.0,152,You're an artisan working on creating striking patterns within a king's palace.,Azul: Summer Pavilion,boardgame,2019
7.67,1660101854.23083,7.395,43111,14926.0,153,Rival chaos gods send forth their minions to spread corruption and destruction.,Chaos in the Old World,boardgame,2009
7.77,1660101854.23083,7.395,9609,10318.0,154,"Rings, Fellowship, diplomacy and war in the Third Age of Middle Earth.",War of the Ring,boardgame,2004
7.65,1660101854.23083,7.394,104162,24150.0,155,Fight the Overlord and level up your heroes in this fantasy dungeon campaign.,Descent: Journeys in the Dark (Second Edition),boardgame,2012
7.5,1660101854.23083,7.386,54043,43878.0,156,Trade and sell goods to become the most wealthy merchant in this short game for two.,Jaipur,boardgame,2009
7.97,1660101854.23083,7.381,265188,6021.0,157,"Expand your Scottish clan by trading livestock, making whisky and gaining landmarks.",Glen More II: Chronicles,boardgame,2019
7.55,1660101854.23083,7.381,463,35819.0,158,Cast spells and summon fantasy monsters in the original collectible card game.,Magic: The Gathering,boardgame,1993
7.93,1660101854.23083,7.378,296151,6761.0,159,Travel the Kingdom seeking upgrades in an attempt to bring poverty or prosperity.,Viscounts of the West Kingdom,boardgame,2020
7.56,1660101854.23083,7.376,10630,27750.0,160,Revisit the battles of D-Day and control the forces of the Allies and the Axis!,Memoir '44,boardgame,2004
7.74,1660101854.23083,7.372,282524,11617.0,161,Classic movie monsters terrorize a town! Can your team stop them in time?,Horrified,boardgame,2019
7.55,1660101854.23083,7.369,128882,30024.0,162,Who can you trust? A game of social deduction set in King Arthur’s legendary realm.,The Resistance: Avalon,boardgame,2012
7.81,1660101854.23083,7.368,188920,10753.0,163,Civilians trapped in a war-torn city must make difficult decisions to survive.,This War of Mine: The Board Game,boardgame,2017
7.68,1660101854.23083,7.367,17133,11670.0,164,"Build rails, race to deliver scarce goods, and fulfill your Rail Baron's secret goal.",Railways of the World,boardgame,2005
7.52,1660101854.23083,7.365,150376,42796.0,165,"As you struggle to keep survivors alive, how will you value group vs. personal needs?",Dead of Winter: A Crossroads Game,boardgame,2014
7.54,1660101854.23083,7.361,39463,29948.0,166,Conquer the galaxy with shifting alliances and the unique powers of your alien race.,Cosmic Encounter,boardgame,2008
7.53,1660101854.23083,7.361,155426,23811.0,167,Choose and play tiles to satisfy the king's whims and build the best fantasy castle.,Castles of Mad King Ludwig,boardgame,2014
7.7,1660101854.23083,7.36,70149,10366.0,168,Manage workers and resources to build up the land around your medieval monastery.,Ora et Labora,boardgame,2011
7.5,1660101854.23083,7.357,199561,33176.0,169,Craft the best stained-glass windows by carefully placing colorful transparent dice.,Sagrada,boardgame,2017
7.56,1660101854.23083,7.355,103343,31372.0,170,Make alliances—and break them!—as you strive to both unite and conquer Westeros.,A Game of Thrones: The Board Game (Second Edition),boardgame,2011
7.92,1660101854.23083,7.351,189932,6700.0,171,Lead a Drow house and build the best deck to establish supremacy over the Underdark.,Tyrants of the Underdark,boardgame,2016
7.75,1660101854.23083,7.351,328871,9138.0,172,"Return to Mars and terraform it once again, this time using only cards.",Terraforming Mars: Ares Expedition,boardgame,2021
7.94,1660101854.23083,7.35,249259,6594.0,173,"Recruit, bolster and maneuver your way to controlling the hex-grid battlefield.",War Chest,boardgame,2018
8.02,1660101854.23083,7.348,25021,5094.0,174,Defend or depose the Toyotomi heir by commanding the loyalty of the feudal lords.,Sekigahara: The Unification of Japan,boardgame,2011
7.64,1660101854.23083,7.347,221194,14155.0,175,Research DNA to bring prehistoric reptiles to life.,Dinosaur Island,boardgame,2017
7.63,1660101854.23083,7.341,31627,12821.0,176,"Build railways to connect destinations across Scandinavia, Finland, and Estonia.",Ticket to Ride: Nordic Countries,boardgame,2007
7.5,1660101854.23083,7.341,123260,23254.0,177,Expand your meager neighborhood into a sprawling suburb to attract the most citizens.,Suburbia,boardgame,2012
7.77,1660101854.23083,7.34,14105,8339.0,178,Accessible game of warfare from the dawn of history to the opening of the Middle Ages,Commands & Colors: Ancients,boardgame,2006
7.83,1660101854.23083,7.336,268864,7681.0,179,Command your rifle platoon to victory in this WWII multi-scenario deck builder.,Undaunted: Normandy,boardgame,2019
7.74,1660101854.23083,7.334,195421,9016.0,180,Explore the lands to discover the Last Ruins and become the most storied traveller.,Near and Far,boardgame,2017
7.67,1660101854.23083,7.333,283155,11703.0,181,"Sew a quilt, collect buttons, attract cats!",Calico,boardgame,2020
7.51,1660101854.23083,7.33,104006,21732.0,182,"Send your villagers to work, travel, pray, and... die when it brings the most renown.",Village,boardgame,2011
7.54,1660101854.23083,7.329,171131,18406.0,183,"Torpedoes away! Hunt for your opponent's sub in this exciting, real-time team game.",Captain Sonar,boardgame,2016
7.95,1660101854.23083,7.325,21050,5683.0,184,Recreate the European theater of World War II in this acclaimed card-driven wargame.,Combat Commander: Europe,boardgame,2006
7.88,1660101854.23083,7.325,209418,6851.0,185,Acquire cards to grow your kingdom's influence in this classic deck-building game.,Dominion (Second Edition),boardgame,2016
7.62,1660101854.23083,7.324,126042,11720.0,186,"Steer the fate of your nation, from the ancient world until the outbreak of WW1.",Nations,boardgame,2013
7.66,1660101854.23083,7.321,245638,10372.0,187,Spread your influence across monasteries of Portugal and beyond!,Coimbra,boardgame,2018
7.83,1660101854.23083,7.319,182631,7154.0,188,"Expand your fleet, defend your bases, and prevail in the battle for the colonies.",Star Realms: Colony Wars,boardgame,2015
7.64,1660101854.23083,7.318,188,15954.0,189,Use stones to control space in this ancient game with simple rules.,Go,boardgame,-2200
7.49,1660101854.23083,7.318,12,20352.0,190,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,Ra,boardgame,1999
7.58,1660101854.23083,7.317,242302,13672.0,191,Amass spaceships for your fleet as you roll your way to domination.,Space Base,boardgame,2018
