avg_rating,extracted_at,geek_rating,id,num_voters,rank,short_description,title,type,year_published
8.24,1661918732.51941,7.736,184267,9264.0,50,"Be a part of the first Martian colony, striving to be the best contributor.",On Mars,boardgame,2020
7.88,1661918732.51941,7.733,126163,35091.0,51,"Lead your people, build monuments and make offerings to earn the favour of the gods.",Tzolk'in: The Mayan Calendar,boardgame,2012
7.83,1661918732.51941,7.728,2651,60596.0,52,"Bid, network, and manage resources in a race to supply the most cities with power.",Power Grid,boardgame,2004
7.97,1661918732.51941,7.713,216132,17944.0,53,"Lead your unique Scottish clan to economic might via production, trade, and export.",Clans of Caledonia,boardgame,2017
7.86,1661918732.51941,7.706,35677,29195.0,54,"Establish a supply chain by collecting resources, building industries, and shipping.",Le Havre,boardgame,2008
7.99,1661918732.51941,7.705,164153,22719.0,55,Play as Rebel or Imperial forces to fulfill mission objectives.,Star Wars: Imperial Assault,boardgame,2014
7.98,1661918732.51941,7.704,521,14633.0,56,Flick discs and make trick shots in this traditional Canadian dexterity game!,Crokinole,boardgame,1876
8.56,1661918732.51941,7.701,55690,8558.0,57,Try to survive in a nightmarish world that lies under eternal darkness.,Kingdom Death: Monster,boardgame,2015
8.0,1661918732.51941,7.7,209010,15886.0,58,Cooperatively program and pilot your mechs to defeat an army of marauding minions.,Mechs vs. Minions,boardgame,2016
8.54,1661918732.51941,7.697,314040,4930.0,59,Work together during the Cold War to prevent a Soviet bio-threat.,Pandemic Legacy: Season 0,boardgame,2020
7.85,1661918732.51941,7.694,244521,35572.0,60,"Pull ingredients from your stock to make your pot bubble, but hopefully not explode!",The Quacks of Quedlinburg,boardgame,2018
8.19,1661918732.51941,7.69,161533,8728.0,61,Compete to reconstruct the city of Lisboa after the great earthquake of 1755.,Lisboa,boardgame,2017
8.03,1661918732.51941,7.688,295947,13719.0,62,Create the most harmonious ecosystem as you puzzle together habitats and wildlife.,Cascadia,boardgame,2021
8.05,1661918732.51941,7.688,125153,12122.0,63,"Amass a fortune, and stake your reputation by operating a lucrative art gallery.",The Gallerist,boardgame,2015
8.02,1661918732.51941,7.677,266810,13262.0,64,Invaders are coming from everywhere.  Keep the faith and defend your homeland.,Paladins of the West Kingdom,boardgame,2019
7.78,1661918732.51941,7.668,230802,70398.0,65,Artfully embellish the walls of your palace by drafting the most beautiful tiles.,Azul,boardgame,2017
7.97,1661918732.51941,7.664,180263,20013.0,66,Journey through a vibrant but deadly land to uncover the key to lifting your curse.,The 7th Continent,boardgame,2017
7.86,1661918732.51941,7.663,72125,27287.0,67,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",Eclipse,boardgame,2011
7.87,1661918732.51941,7.662,124742,28442.0,68,Megacorporation versus Netrunner in this futuristic cyberpunk game of cat and mouse.,Android: Netrunner,boardgame,2012
7.98,1661918732.51941,7.657,191189,15879.0,69,"Mages defend humanity’s last city, harnessing alien powers to destroy monstrosities.",Aeon's End,boardgame,2016
7.89,1661918732.51941,7.652,25613,18645.0,70,"Lead your civilization through strategic drafting of leaders, technologies, and more.",Through the Ages: A Story of Civilization,boardgame,2006
7.76,1661918732.51941,7.648,28143,50934.0,71,"Worlds await! Colonize, develop and conquer taking advantage of others' choices.",Race for the Galaxy,boardgame,2007
7.81,1661918732.51941,7.646,201808,35212.0,72,Claim your treasures but don't attract the dragon in this deck-building dungeon race.,Clank!: A Deck-Building Adventure,boardgame,2016
7.78,1661918732.51941,7.635,157354,36902.0,73,"Move assassins, elders & builders through Naqala to claim oases & control djinns.",Five Tribes,boardgame,2014
8.06,1661918732.51941,7.634,159675,9639.0,74,"Construct dikes, drain bogs, harvest flax and tend to newborn animals in East Frisia.",Fields of Arle,boardgame,2014
7.9,1661918732.51941,7.63,229853,16680.0,75,Use your worker dice to raise the legendary and breathtaking Pyramid of the Sun.,Teotihuacan: City of Gods,boardgame,2018
7.8,1661918732.51941,7.627,121921,39035.0,76,Work together — with friends or with Friday — to survive on a deserted island.,Robinson Crusoe: Adventures on the Cursed Island,boardgame,2012
7.98,1661918732.51941,7.625,200680,13442.0,77,"Help your farm to prosper in this updated, streamlined edition of the acclaimed game.",Agricola (Revised Edition),boardgame,2016
7.89,1661918732.51941,7.622,182874,16121.0,78,Serve guests and prepare rooms to be the best hotelier in the Viennese modern age.,Grand Austria Hotel,boardgame,2015
7.82,1661918732.51941,7.621,171623,22801.0,79,"Using unique abilities, fulfill contracts and reach your goals along the Silk Road.",The Voyages of Marco Polo,boardgame,2015
7.72,1661918732.51941,7.614,68448,94250.0,80,Draft cards to develop your ancient civilization and build its Wonder of the World.,7 Wonders,boardgame,2010
7.74,1661918732.51941,7.611,110327,50773.0,81,Deploy agents and hire adventurers to expand your control over the city of Waterdeep.,Lords of Waterdeep,boardgame,2012
8.53,1661918732.51941,7.603,284378,4347.0,82,EV-factory workers optimize and innovate to stand out at the big board meeting.,Kanban EV,boardgame,2020
7.83,1661918732.51941,7.603,62219,19371.0,83,"With an ice age approaching, which animals will best propagate, migrate, and adapt?",Dominant Species,boardgame,2010
8.2,1661918732.51941,7.59,264220,9570.0,84,"Exploration, battle and diplomacy in a dark Arthurian realm.",Tainted Grail: The Fall of Avalon,boardgame,2019
7.79,1661918732.51941,7.579,236457,23157.0,85,Will you be a virtuous or nefarious servant of the king? Build your way to glory.,Architects of the West Kingdom,boardgame,2018
8.44,1661918732.51941,7.577,255984,4905.0,86,"Voyages of the steamship ""Manticore"" and her crew on the Wandering Sea.",Sleeping Gods,boardgame,2021
7.74,1661918732.51941,7.568,93,25522.0,87,"Use your caballeros to control regions of medieval Spain, keeping clear of the King!",El Grande,boardgame,1995
7.76,1661918732.51941,7.566,122515,20977.0,88,Compete in a unique auction system to build the most prosperous village.,Keyflower,boardgame,2012
7.74,1661918732.51941,7.559,18602,28014.0,89,Entrepreneurs pay workers & bribe an official to build a Château & gain royal favor.,Caylus,boardgame,2005
7.73,1661918732.51941,7.555,37111,34742.0,90,How can the human race survive when you don't know who is actually human?,Battlestar Galactica: The Board Game,boardgame,2008
7.87,1661918732.51941,7.544,172386,12212.0,91,Acquire shares of unique companies and propagate their trading posts to rake in cash.,Mombasa,boardgame,2015
7.74,1661918732.51941,7.542,73439,21219.0,92,"Defend the city and rise to power by influencing the merchants, knights and clergy.",Troyes,boardgame,2010
7.7,1661918732.51941,7.541,40834,32006.0,93,"Enlist torturers, swindlers, and saboteurs to gain wealth and dominate the kingdom.",Dominion: Intrigue,boardgame,2009
7.81,1661918732.51941,7.538,12493,18872.0,94,"Epic empire-building game of interstellar conflict, trade, and struggle for power.",Twilight Imperium: Third Edition,boardgame,2005
7.76,1661918732.51941,7.538,170042,20098.0,95,Gather your Viking crew in order to plunder seas and lands for glory!,Raiders of the North Sea,boardgame,2015
7.97,1661918732.51941,7.538,269385,12914.0,96,"Heroes explore Middle-earth, working together to combat evil in an epic campaign.",The Lord of the Rings: Journeys in Middle-Earth,boardgame,2019
7.77,1661918732.51941,7.535,146021,32972.0,97,An unknown Elder God approaches the world—and you must solve mysteries to stop it.,Eldritch Horror,boardgame,2013
8.0,1661918732.51941,7.534,317985,8308.0,98,Collectively develop a tech tree to fuel the automation and colonization of space.,Beyond the Sun,boardgame,2020
7.87,1661918732.51941,7.531,203993,11849.0,99,Avoid excommunication and lead your family to power during the Italian Renaissance.,Lorenzo il Magnifico,boardgame,2016
7.7,1661918732.51941,7.528,42,27036.0,100,Keep your Mesopotamian civilisation in perfect balance through revolutions and wars.,Tigris & Euphrates,boardgame,1997
7.78,1661918732.51941,7.523,225694,16588.0,101,Decipher your opponents' code before they decipher yours. Don't get caught.,Decrypto,boardgame,2018
7.76,1661918732.51941,7.519,144733,16578.0,102,"Acquire locomotives & industry, build track, and hire the best engineers in Russia.",Russian Railroads,boardgame,2013
7.62,1661918732.51941,7.518,163412,56341.0,103,Piece together a quilt and leave no holes to become the button master.,Patchwork,boardgame,2014
7.82,1661918732.51941,7.516,155821,16051.0,104,Claim the crown through merit and wisdom in this Celtic island struggle.,Inis,boardgame,2016
7.83,1661918732.51941,7.515,281259,15016.0,105,Rescue as many cats as you can before Lord Vesh comes to destroy their home.,The Isle of Cats,boardgame,2019
7.81,1661918732.51941,7.514,205896,18761.0,106,"Lead your clan to victory through negotiation, combat, monsters and favors from Kami.",Rising Sun,boardgame,2018
8.14,1661918732.51941,7.509,253344,7194.0,107,Disrupt the ritual and slay the Elder Gods in this co-op dice chucker.,Cthulhu: Death May Die,boardgame,2019
8.52,1661918732.51941,7.507,341169,3748.0,108,Wrangle your herd of cows across the Midwest prairie and deliver it to Kansas City.,Great Western Trail (Second Edition),boardgame,2021
7.76,1661918732.51941,7.506,102680,16208.0,109,Manage and rule all aspects of Ancient Rome with a clever action selection mancala.,Trajan,boardgame,2011
7.96,1661918732.51941,7.496,163068,8616.0,110,Magicians perform dazzling tricks for money and fame in a Victorian steampunk world.,Trickerion: Legends of Illusion,boardgame,2015
7.83,1661918732.51941,7.495,233371,11961.0,111,Tiptoe your way through Lord Eradikus' spaceship to nab artifacts and an escape pod.,Clank! In! Space!: A Deck-Building Adventure,boardgame,2017
8.34,1661918732.51941,7.491,218417,4599.0,112,War Eternal is a standalone game compatible with the deck building game Aeon's End.,Aeon's End: War Eternal,boardgame,2017
7.61,1661918732.51941,7.491,36218,84228.0,113,Acquire the most valuable lands by building your deck with treasure and power cards.,Dominion,boardgame,2008
7.58,1661918732.51941,7.488,178900,79156.0,114,Give your team clever one-word clues to help them spot their agents in the field.,Codenames,boardgame,2015
7.63,1661918732.51941,7.483,132531,29384.0,115,"Utilize your dice populace to develop technologies, settle worlds, and ship goods.",Roll for the Galaxy,boardgame,2014
7.91,1661918732.51941,7.481,198928,9359.0,116,"Travel from Barcelona to Lisboa to cure malaria, typhus, yellow fever, and cholera.",Pandemic: Iberia,boardgame,2016
7.75,1661918732.51941,7.476,172287,15560.0,117,"Gain glory by defending a Viking harbor town against trolls, draugr and other beasts.",Champions of Midgard,boardgame,2015
7.83,1661918732.51941,7.474,196340,10429.0,118,Claim your fame as the dominant merchant in the Meiji period of Yokohama.,Yokohama,boardgame,2016
7.68,1661918732.51941,7.472,263918,20905.0,119,Explore lands on behalf of the queen and draw the most proficient maps to earn favor.,Cartographers,boardgame,2019
8.15,1661918732.51941,7.47,175640,5502.0,120,The strategic craft of fine winemaking.,Vinhos: Deluxe Edition,boardgame,2016
7.97,1661918732.51941,7.469,175155,8371.0,121,"Assemble your armies, devise your strategy, and wage war across the Herakon Cluster.",Forbidden Stars,boardgame,2015
7.57,1661918732.51941,7.469,30549,113783.0,122,Your team of experts must prevent the world from succumbing to a viral pandemic.,Pandemic,boardgame,2008
7.75,1661918732.51941,7.468,266524,16776.0,123,"Hike through National Parks tiles, collecting memories and admiring gorgeous scenery.",PARKS,boardgame,2019
7.73,1661918732.51941,7.467,262712,16743.0,124,"Rival mages create artifacts, vying for places of power and ancient monuments.",Res Arcana,boardgame,2019
8.08,1661918732.51941,7.464,279537,5917.0,125,"Plan, scan, and theorize to find a new planet at the edge of our solar system.",The Search for Planet X,boardgame,2020
7.68,1661918732.51941,7.46,2511,19362.0,126,The game is afoot as you and your irregular friends search Victorian London for clues,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,boardgame,1982
7.69,1661918732.51941,7.456,127023,17865.0,127,Play as warring Egyptian Gods and build the most powerful army to dominate Egypt.,Kemet,boardgame,2012
7.81,1661918732.51941,7.452,4098,9931.0,128,"Outperform your railroad rivals with shares, auctions, trackbuilding, and deliveries.",Age of Steam,boardgame,2002
7.71,1661918732.51941,7.441,43015,13512.0,129,Build networks of merchants along the roads and market towns of the Hanseatic League.,Hansa Teutonica,boardgame,2009
7.87,1661918732.51941,7.441,274364,8586.0,130,Hide or expose the greatest American political scandal in a tug of war for evidence.,Watergate,boardgame,2019
7.64,1661918732.51941,7.44,118048,19105.0,131,A contest between two nomadic tribes along desert trade routes.,Targi,boardgame,2012
8.31,1661918732.51941,7.44,231733,4497.0,132,"Renovate an estate, manage servants, and pursue romance in Victorian England.",Obsession,boardgame,2018
7.95,1661918732.51941,7.44,233398,7904.0,133,"Spread your glory over the vast, as of yet unexplored world in this updated classic.",Endeavor: Age of Sail,boardgame,2018
7.66,1661918732.51941,7.438,161970,20577.0,134,Showcase your alchemical know-how by publishing theories in this app-driven game.,Alchemists,boardgame,2014
7.77,1661918732.51941,7.434,146652,12415.0,135,"In space, no one can hear you build a deck of marine & weapon cards to fight aliens.",Legendary Encounters: An Alien Deck Building Game,boardgame,2014
7.57,1661918732.51941,7.432,147020,40508.0,136,Compete head-to-head to create the most powerful deck of spaceships and bases.,Star Realms,boardgame,2014
7.77,1661918732.51941,7.43,271324,12299.0,137,"Draft yourself the ‘perfect’ dystopia, complete projects and churn out resources.",It's a Wonderful World,boardgame,2019
8.31,1661918732.51941,7.429,256916,3977.0,138,Traders compete to build the greatest empire in the Roman Mediterranean.,Concordia Venus,boardgame,2018
7.55,1661918732.51941,7.429,34635,48876.0,139,Travel to the time of hunters and gatherers in this classic game of tools and tribes.,Stone Age,boardgame,2008
7.66,1661918732.51941,7.426,103885,24155.0,140,Pilot your ships in tight arcs to take out the enemy! The universe can be yours.,Star Wars: X-Wing Miniatures Game,boardgame,2012
7.64,1661918732.51941,7.422,217372,18113.0,141,Race through a dense South American jungle in pursuit of the legendary city of gold.,The Quest for El Dorado,boardgame,2017
7.54,1661918732.51941,7.419,14996,66767.0,142,Build train routes across Europe in this sequel to the hit family board game.,Ticket to Ride: Europe,boardgame,2005
7.58,1661918732.51941,7.416,233867,24652.0,143,"Design the most appealing 1950s neighborhood, with fences, parks, and swimming pools.",Welcome To...,boardgame,2018
7.56,1661918732.51941,7.409,148949,28451.0,144,Send your assistants through the shops of Istanbul as you race to acquire rubies.,Istanbul,boardgame,2014
7.66,1661918732.51941,7.409,77423,22752.0,145,Guide your fellowship as it embarks on unique adventures in Tolkien's Middle-earth!,The Lord of the Rings: The Card Game,boardgame,2011
7.62,1661918732.51941,7.409,254640,18991.0,146,"Give one-word clues so someone can guess one word, but duplicate clues are discarded.",Just One,boardgame,2018
8.03,1661918732.51941,7.407,308765,5903.0,147,Wealthy citizens of medieval Prague organize building projects to gain king's favor.,Praga Caput Regni,boardgame,2020
7.73,1661918732.51941,7.404,220877,11512.0,148,Manage your dice to build profitable markets and grand monuments in historic India.,Rajas of the Ganges,boardgame,2017
7.61,1661918732.51941,7.403,244522,19615.0,149,"Draft dice to mark numbers on your scoresheet, comboing bonuses to power your points.",That's Pretty Clever!,boardgame,2018
7.88,1661918732.51941,7.4,82222,8791.0,150,Pilot your ship to stardom in a massive sci-fi sandbox.,Xia: Legends of a Drift System,boardgame,2014
8.05,1661918732.51941,7.397,283948,5535.0,151,"Travel to cities along the silk road, trading silk, spice, gold & jade along the way.",Marco Polo II: In the Service of the Khan,boardgame,2019
7.73,1661918732.51941,7.395,287954,11891.0,152,You're an artisan working on creating striking patterns within a king's palace.,Azul: Summer Pavilion,boardgame,2019
7.78,1661918732.51941,7.395,9609,10342.0,153,"Rings, Fellowship, diplomacy and war in the Third Age of Middle Earth.",War of the Ring,boardgame,2004
7.67,1661918732.51941,7.394,43111,14951.0,154,Rival chaos gods send forth their minions to spread corruption and destruction.,Chaos in the Old World,boardgame,2009
7.65,1661918732.51941,7.393,104162,24194.0,155,Fight the Overlord and level up your heroes in this fantasy dungeon campaign.,Descent: Journeys in the Dark (Second Edition),boardgame,2012
7.5,1661918732.51941,7.385,54043,44135.0,156,Trade and sell goods to become the most wealthy merchant in this short game for two.,Jaipur,boardgame,2009
7.97,1661918732.51941,7.382,265188,6093.0,157,"Expand your Scottish clan by trading livestock, making whisky and gaining landmarks.",Glen More II: Chronicles,boardgame,2019
7.55,1661918732.51941,7.38,463,35952.0,158,Cast spells and summon fantasy monsters in the original collectible card game.,Magic: The Gathering,boardgame,1993
7.92,1661918732.51941,7.378,296151,6893.0,159,Travel the Kingdom seeking upgrades in an attempt to bring poverty or prosperity.,Viscounts of the West Kingdom,boardgame,2020
7.55,1661918732.51941,7.376,10630,27854.0,160,Revisit the battles of D-Day and control the forces of the Allies and the Axis!,Memoir '44,boardgame,2004
7.81,1661918732.51941,7.371,188920,10840.0,161,Civilians trapped in a war-torn city must make difficult decisions to survive.,This War of Mine: The Board Game,boardgame,2017
7.74,1661918732.51941,7.37,282524,11768.0,162,Classic movie monsters terrorize a town! Can your team stop them in time?,Horrified,boardgame,2019
7.55,1661918732.51941,7.367,128882,30152.0,163,Who can you trust? A game of social deduction set in King Arthur’s legendary realm.,The Resistance: Avalon,boardgame,2012
7.68,1661918732.51941,7.367,17133,11689.0,164,"Build rails, race to deliver scarce goods, and fulfill your Rail Baron's secret goal.",Railways of the World,boardgame,2005
7.52,1661918732.51941,7.364,150376,42931.0,165,"As you struggle to keep survivors alive, how will you value group vs. personal needs?",Dead of Winter: A Crossroads Game,boardgame,2014
7.53,1661918732.51941,7.36,39463,30062.0,166,Conquer the galaxy with shifting alliances and the unique powers of your alien race.,Cosmic Encounter,boardgame,2008
7.53,1661918732.51941,7.359,155426,23871.0,167,Choose and play tiles to satisfy the king's whims and build the best fantasy castle.,Castles of Mad King Ludwig,boardgame,2014
7.7,1661918732.51941,7.359,70149,10378.0,168,Manage workers and resources to build up the land around your medieval monastery.,Ora et Labora,boardgame,2011
7.5,1661918732.51941,7.356,199561,33429.0,169,Craft the best stained-glass windows by carefully placing colorful transparent dice.,Sagrada,boardgame,2017
7.75,1661918732.51941,7.355,328871,9463.0,170,"Return to Mars and terraform it once again, this time using only cards.",Terraforming Mars: Ares Expedition,boardgame,2021
7.56,1661918732.51941,7.355,103343,31484.0,171,Make alliances—and break them!—as you strive to both unite and conquer Westeros.,A Game of Thrones: The Board Game (Second Edition),boardgame,2011
7.94,1661918732.51941,7.354,249259,6705.0,172,"Recruit, bolster and maneuver your way to controlling the hex-grid battlefield.",War Chest,boardgame,2018
7.91,1661918732.51941,7.352,189932,6771.0,173,Lead a Drow house and build the best deck to establish supremacy over the Underdark.,Tyrants of the Underdark,boardgame,2016
8.02,1661918732.51941,7.348,25021,5120.0,174,Defend or depose the Toyotomi heir by commanding the loyalty of the feudal lords.,Sekigahara: The Unification of Japan,boardgame,2011
7.64,1661918732.51941,7.345,221194,14243.0,175,Research DNA to bring prehistoric reptiles to life.,Dinosaur Island,boardgame,2017
7.63,1661918732.51941,7.342,31627,12860.0,176,"Build railways to connect destinations across Scandinavia, Finland, and Estonia.",Ticket to Ride: Nordic Countries,boardgame,2007
7.5,1661918732.51941,7.34,123260,23336.0,177,Expand your meager neighborhood into a sprawling suburb to attract the most citizens.,Suburbia,boardgame,2012
7.77,1661918732.51941,7.339,14105,8359.0,178,Accessible game of warfare from the dawn of history to the opening of the Middle Ages,Commands & Colors: Ancients,boardgame,2006
7.83,1661918732.51941,7.339,268864,7822.0,179,Command your rifle platoon to victory in this WWII multi-scenario deck builder.,Undaunted: Normandy,boardgame,2019
7.74,1661918732.51941,7.335,195421,9060.0,180,Explore the lands to discover the Last Ruins and become the most storied traveller.,Near and Far,boardgame,2017
7.66,1661918732.51941,7.33,283155,11943.0,181,"Sew a quilt, collect buttons, attract cats!",Calico,boardgame,2020
7.51,1661918732.51941,7.33,104006,21788.0,182,"Send your villagers to work, travel, pray, and... die when it brings the most renown.",Village,boardgame,2011
7.88,1661918732.51941,7.329,209418,6954.0,183,Acquire cards to grow your kingdom's influence in this classic deck-building game.,Dominion (Second Edition),boardgame,2016
7.54,1661918732.51941,7.328,171131,18510.0,184,"Torpedoes away! Hunt for your opponent's sub in this exciting, real-time team game.",Captain Sonar,boardgame,2016
7.95,1661918732.51941,7.326,21050,5698.0,185,Recreate the European theater of World War II in this acclaimed card-driven wargame.,Combat Commander: Europe,boardgame,2006
7.62,1661918732.51941,7.324,126042,11737.0,186,"Steer the fate of your nation, from the ancient world until the outbreak of WW1.",Nations,boardgame,2013
7.66,1661918732.51941,7.322,245638,10431.0,187,Spread your influence across monasteries of Portugal and beyond!,Coimbra,boardgame,2018
7.49,1661918732.51941,7.319,12,20392.0,188,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,Ra,boardgame,1999
7.64,1661918732.51941,7.319,188,15997.0,189,Use stones to control space in this ancient game with simple rules.,Go,boardgame,-2200
7.58,1661918732.51941,7.318,242302,13850.0,190,Amass spaceships for your fleet as you roll your way to domination.,Space Base,boardgame,2018
7.83,1661918732.51941,7.318,182631,7184.0,191,"Expand your fleet, defend your bases, and prevail in the battle for the colonies.",Star Realms: Colony Wars,boardgame,2015
